,Title,Genres,Ratings,Director
1245,American Horror Story,"Drama, Horror, Sci-Fi",8.3,Loni Peristere
1246,The Expanse,"Drama, Mystery, Sci-Fi",7.9,Marisol Adler
1247,American Horror Story,"Drama, Horror, Sci-Fi",8.5,John J. Gray
1248,Jujutsu Kaisen,"Animation, Action, Adventure",9.1,
1249,The Man with the Answers,"Drama, Romance",6.8,Stelios Kammitsis
1250,The Frog,"Crime, Drama, Mystery",7.9,Houman Seyyedi
1251,Alma Matters - Inside the IIT Dream,Documentary,8.3,
1252,Cobra Kai,"Action, Comedy, Drama",7.9,Marielle Woods
1253,1000Stars,Romance,8.6,
1254,Rutherford Falls,Comedy,6.5,
1255,The Windshield Wiper,"Animation, Short, Fantasy",6.8,Alberto Mielgo
1256,The Handmaid's Tale,"Drama, Thriller",8.0,Colin Watkinson
1257,Kotigobba 3,"Action, Drama, Romance",5.7,Shiva Karthik
1258,Eeswaran,"Action, Drama",4.3,Suseenthiran
1259,Audible,"Documentary, Short, Sport",6.7,Matthew Ogens
1260,Shadow and Bone,"Action, Adventure, Drama",8.1,Jeremy Webb
1261,"What Happened, Brittany Murphy?","Documentary, Biography, Crime",6.5,
1262,Resident Alien,"Comedy, Drama, Mystery",8.1,David Dobkin
1263,Antares,"Action, Drama, Romance",6.7,
1264,Ridley Road,"Drama, Thriller",6.8,
1265,And Just Like That...,"Comedy, Drama, Romance",6.1,Michael Patrick King
1266,Elite Short Stories: Guzmán Caye Rebe,"Short, Crime, Drama",7.4,
1267,The Handmaid's Tale,"Drama, Thriller",8.0,Christina Choe
1268,Eakam,"Adventure, Drama, Fantasy",8.1,Varun Vamsi
1269,One Piece,"Animation, Action, Adventure",8.8,
1270,Cobra Kai,"Action, Comedy, Drama",7.9,Tawnia McKiernan
1271,The Handmaid's Tale,"Drama, Thriller",7.7,Christina Choe
1272,Cobra Kai,"Action, Comedy, Drama",7.8,Joel Novoa
1273,The Frog,"Crime, Drama, Mystery",7.1,Houman Seyyedi
1274,Seetharaam Benoy Case Number Eighteen,Crime,7.1,Deviprasad Shetty
1275,You,"Crime, Drama, Romance",7.9,Pete Chatmon
1276,Foundation,"Drama, Sci-Fi",6.8,Jennifer Phang
1277,Super Crooks,"Animation, Action, Adventure",7.1,
1278,Cobra Kai,"Action, Comedy, Drama",8.0,Marielle Woods
1279,Wild Dog,"Action, Adventure, Crime",6.1,Ahishor Solomon
1280,Swan Song,Drama,7.0,Todd Stephens
1281,Star Wars: The Bad Batch,"Animation, Action, Adventure",8.1,Saul Ruiz
1282,One Piece,"Animation, Action, Adventure",8.8,
1283,The Frog,"Crime, Drama, Mystery",7.2,Houman Seyyedi
1284,American Horror Story,"Drama, Horror, Sci-Fi",8.1,Loni Peristere
1285,Porodica,"Drama, History",7.2,
1286,On the Count of Three,"Comedy, Drama",6.9,Jerrod Carmichael
1287,Young Rock,Comedy,7.8,Nahnatchka Khan
1288,Falling Into Your Smile,Romance,8.4,
1289,Yesilçam: Bir Sinema Hayvani,"Drama, History, Romance",7.8,
1290,Fear the Walking Dead,"Drama, Horror, Sci-Fi",7.7,K.C. Colwell
1291,A Stand Worthy of Men,"Comedy, Drama",7.2,Ahmed El Gendy
1292,You,"Crime, Drama, Romance",7.7,John Scott
1293,Fear the Walking Dead,"Drama, Horror, Sci-Fi",7.2,Heather Cappiello
1294,Titans,"Action, Adventure, Crime",8.8,Millicent Shelton
1295,Joe Pickett,"Drama, Western",7.6,
1296,Crime,"Crime, Drama, Mystery",7.2,
1297,The Phantom of the Open,"Comedy, Drama, Sport",7.1,Craig Roberts
1298,Dr. Brain,"Drama, Mystery, Sci-Fi",6.7,
1299,Jujutsu Kaisen,"Animation, Action, Adventure",7.9,
1300,Nenjam Marappathillai,"Horror, Thriller",6.2,K. Selvaraghavan
1301,Star Trek: Discovery,"Action, Adventure, Drama",5.8,Lee Rose
1302,Fever Dream,"Drama, Horror, Mystery",5.4,Claudia Llosa
1303,Detective Chinatown 3,"Action, Adventure, Comedy",5.6,Sicheng Chen
1304,Hell Hath No Fury,"Action, War",4.6,Jesse V. Johnson
1305,Young Justice,"Animation, Action, Adventure",8.9,Vinton Heuck
1306,American Auto,Comedy,5.9,
1307,The Royal Game,"Drama, Thriller, War",6.8,Philipp Stölzl
1308,The Blacklist,"Crime, Drama, Mystery",4.9,Christine Gee
1309,Bull,Thriller,6.4,Paul Andrew Williams
1310,Close to Me,Drama,6.0,
1311,Kenan,Comedy,5.7,
1312,Jathiya Rahadari,Drama,6.8,Narasimha Nandi
1313,The Beatles: Get Back,"Documentary, Biography, Music",9.0,Peter Jackson
1314,Young Justice,"Animation, Action, Adventure",8.8,Christopher Berkeley
1315,Luke Bryan: My Dirt Road Diary,"Documentary, Biography, Music",8.6,
1316,The Handmaid's Tale,"Drama, Thriller",8.0,Elisabeth Moss
1317,Bachelor,Drama,6.1,Sathish Selvakumar
1318,Vicky and Her Mystery,"Adventure, Drama, Family",6.4,Denis Imbert
1319,Superstore,Comedy,9.5,Ruben Fleischer
1320,Dracula,"Comedy, Drama",8.9,Mehran Modiri
1321,American Horror Stories,"Drama, Horror, Mystery",4.6,Liz Friedlander
1322,One Piece,"Animation, Action, Adventure",8.6,
1323,Ride or Die,"Drama, Romance, Thriller",5.6,Ryûichi Hiroki
1324,Elite Short Stories: Nadia Guzmán,"Short, Drama, Romance",6.3,
1325,Can't Get You Out of My Head,"Documentary, History",8.5,
1326,Vellam,"Biography, Drama",7.6,Prajesh Sen
1327,Dark Web: Cicada 3301,"Action, Comedy, Thriller",4.9,Alan Ritchson
1328,2gether: The Movie,"Comedy, Musical, Romance",6.4,Noppharnach Chaiwimol
1329,Toxikoma,"Biography, Drama",7.1,Gábor Herendi
1330,Trust,"Drama, Romance, Thriller",5.3,Brian DeCubellis
1331,The Rookie,"Crime, Drama",4.2,Bill Roe
1332,Dad Stop Embarrassing Me!,"Comedy, Family",4.1,
1333,Hidden Assets,"Crime, Drama",7.2,
1334,Wyrmwood: Apocalypse,"Action, Horror",5.3,Kiah Roache-Turner
1335,See,"Action, Drama, Sci-Fi",8.7,Anders Engström
1336,Charlie Boy,"Comedy, Drama, Romance",9.1,Timothy Hines
1337,The Getaway King,"Action, Comedy, Crime",6.5,Mateusz Rakowicz
1338,Khuda Aur Mohabbat 3,Drama,7.8,
1339,Young Justice,"Animation, Action, Adventure",8.8,Christina Sotta
1340,LOL: Last One Laughing Italy,Comedy,7.3,
1341,Senior Moment,"Comedy, Drama, Romance",5.9,Giorgio Serafini
1342,"Wrong Place, Wrong Time","Action, Horror, Thriller",3.7,Tristan Price
1343,Die Discounter,Comedy,7.9,
1344,And Just Like That...,"Comedy, Drama, Romance",6.8,Michael Patrick King
1345,With Love,"Comedy, Romance",7.1,
1346,Superman & Lois,"Action, Adventure, Drama",8.3,Sudz Sutherland
1347,Meow,"Comedy, Drama",7.1,Lal Jose
1348,Countdown: Inspiration4 Mission to Space,Documentary,7.9,
1349,Wolf 2039,"Action, Sci-Fi, Thriller",6.1,
1350,Young Royals,"Drama, Romance",9.1,Erika Calmeyer
1351,Yakuza Princess,Thriller,4.7,Vicente Amorim
1352,Walker,"Action, Crime, Drama",8.1,Bola Ogun
1353,"Re: Zero, Starting Life in Another World","Animation, Adventure, Drama",9.5,
1354,Superman & Lois,"Action, Adventure, Drama",8.6,Tom Cavanagh
1355,Resident Alien,"Comedy, Drama, Mystery",8.2,Jay Chandrasekhar
1356,Roadfood,Documentary,8.9,
1357,Sinkhole,"Action, Comedy, Drama",6.1,Ji-hoon Kim
1358,Yellowstone,"Drama, Western",7.9,Christina Alexandra Voros
1359,Supergirl,"Action, Adventure, Drama",5.7,David Ramsey
1360,Tempt Raja,Comedy,8.0,Veernala Rama Krishna Rao
1361,Young Rock,Comedy,8.2,Daina Reid
1362,Demon Slayer: Kimetsu no Yaiba,"Animation, Action, Adventure",8.1,Haruo Sotozaki
1363,Young Justice,"Animation, Action, Adventure",9.0,Christopher Berkeley
1364,Resident Alien,"Comedy, Drama, Mystery",8.0,Jay Chandrasekhar
1365,Badava Rascal,"Action, Comedy",7.8,Guru Shankar
1366,The Flash,"Action, Adventure, Drama",7.2,David McWhirter
1367,Young Royals,"Drama, Romance",8.6,Erika Calmeyer
1368,Jhimma,Drama,7.9,Hemant Dhome
1369,Decrypted,"Comedy, Drama",4.9,Tom Sands
1370,Young Royals,"Drama, Romance",8.9,Rojda Sekersöz
1371,Shukra,Drama,7.5,Suku Purvaj
1372,The Promised Neverland,"Animation, Action, Adventure",8.4,Mamoru Kanbe
1373,Comedy Premium League,Comedy,4.7,
1374,Lupin,"Action, Crime, Drama",7.7,Hugo Gélin
1375,Boruto: Naruto Next Generations,"Animation, Action, Adventure",9.2,
1376,Everything Went Fine,Drama,6.9,François Ozon
1377,Titans,"Action, Adventure, Crime",7.6,Boris Mojsovski
1378,Masters of the Universe: Revelation,"Animation, Action, Adventure",6.0,Adam Conarroe
1379,Chalo Premiddam,Romance,8.3,Suresh Seker Repale
1380,A Mouthful of Air,Drama,5.9,Amy Koppelman
1381,Masters of the Universe: Revelation,"Animation, Action, Adventure",6.3,Adam Conarroe
1382,Racket Boys,"Comedy, Drama, Sport",3.5,Jo Yeong-Gwang
1383,Demon Slayer: Kimetsu no Yaiba,"Animation, Action, Adventure",8.3,Haruo Sotozaki
1384,Masking Threshold,"Drama, Fantasy, Horror",7.3,Johannes Grenzfurthner
1385,Moby Doc,"Documentary, Biography, Music",6.8,Rob Gordon Bralver
1386,The Fable: The Killer Who Doesn't Kill,"Action, Comedy, Mystery",6.8,Kan Eguchi
1387,Young Justice,"Animation, Action, Adventure",8.8,Vinton Heuck
1388,Brooklyn Nine-Nine,"Comedy, Crime",8.0,Beth McCarthy-Miller
1389,Chicago Party Aunt,"Animation, Comedy",5.3,
1390,Mass Effect: Legendary Edition,"Action, Adventure, Sci-Fi",9.7,Casey Hudson
1391,Boruto: Naruto Next Generations,"Animation, Action, Adventure",9.2,
1392,Superstore,Comedy,7.9,Kim Nguyen
1393,Sundarangudu,Comedy,8.2,
1394,Dracula,"Comedy, Drama",9.1,Mehran Modiri
1395,Just Beyond,"Comedy, Drama, Fantasy",6.1,
1396,Sweet Tooth,"Action, Adventure, Drama",7.8,Alexis Ostrander
1397,Raja Vikramarka,Action,6.8,Sri Saripalli
1398,Tokyo Revengers,"Animation, Action, Drama",9.4,
1399,Mine,"Drama, Mystery",7.7,
1400,Rashash,"Action, Drama, Thriller",8.7,Colin Teague
1401,Thirgusomeese,Action,7.7,Krishna Vijay
1402,Devineni,Drama,8.4,Narra Sivanageswararao
1403,Tokyo Revengers,"Animation, Action, Drama",8.7,Takahiro Ono
1404,Titans,"Action, Adventure, Crime",7.3,Larnell Stovall
1405,Line of Duty,"Crime, Drama, Mystery",8.9,Jennie Darnell
1406,IMDb on the Scene - Interviews,Talk-Show,7.9,
1407,Ratchet & Clank: Rift Apart,"Action, Adventure, Comedy",9.0,
1408,Line of Duty,"Crime, Drama, Mystery",7.7,Daniel Nettheim
1409,Boruto: Naruto Next Generations,"Animation, Action, Adventure",9.2,
1410,The Flash,"Action, Adventure, Drama",7.7,Chris Peppe
1411,For All Mankind,"Drama, Sci-Fi",7.9,Michael Morris
1412,The Nevers,"Action, Drama, Fantasy",8.1,Andrew Bernstein
1413,Jupiter's Legacy,"Action, Adventure, Drama",7.0,Charlotte Brändström
1414,Rehana,Drama,7.4,Abdullah Mohammed Saad
1415,Youth of May,"Drama, History, Romance",8.4,
1416,The Promised Neverland,"Animation, Action, Adventure",7.6,Mamoru Kanbe
1417,And Just Like That...,"Comedy, Drama, Romance",6.2,Gillian Robespierre
1418,Nine Perfect Strangers,"Drama, Mystery, Thriller",7.3,Jonathan Levine
1419,Mixte,"Comedy, Drama",7.8,
1420,Walker,"Action, Crime, Drama",8.6,Jackeline Tejada
1421,This Is Us,"Comedy, Drama, Romance",8.4,Kevin Rodney Sullivan
1422,Lost in Space,"Adventure, Drama, Family",7.2,Frederick E.O. Toye
1423,Nine Perfect Strangers,"Drama, Mystery, Thriller",6.9,Jonathan Levine
1424,10-Year-Old Tom,"Animation, Comedy",8.1,
1425,The Flash,"Action, Adventure, Drama",7.3,Marcus Stokes
1426,Bhajarangi 2,"Action, Fantasy",6.5,Harsha
1427,Castlevania,"Animation, Action, Adventure",8.2,Sam Deats
1428,Castlevania,"Animation, Action, Adventure",7.9,Sam Deats
1429,Kamp Koral: SpongeBob's Under Years,"Animation, Short, Adventure",3.6,
1430,The Blacklist,"Crime, Drama, Mystery",8.4,Adam T. Weisinger
1431,Batwoman,"Action, Adventure, Crime",5.2,Carl Seaton
1432,Little Nightmares II,"Adventure, Horror",8.7,Da
1433,Eden,"Animation, Action, Adventure",6.6,
1434,Angeliena,"Comedy, Drama",7.3,Uga Carlini
1435,The Blacklist,"Crime, Drama, Mystery",6.5,Juan Avella
1436,Behind Her Eyes,"Drama, Mystery, Thriller",7.1,Erik Richter Strand
1437,Benediction,"Biography, Drama, War",6.8,Terence Davies
1438,Maid,Drama,8.0,Helen Shaver
1439,It's a Sin,"Comedy, Drama, History",8.8,Peter Hoar
1440,Tokyo Revengers,"Animation, Action, Drama",9.1,
1441,Kya Meri Sonam Gupta Bewafa Hai,"Comedy, Romance",4.2,Ssaurabh Tyagi
1442,Dayi: Bir Adamin Hikayesi,"Action, Adventure, Drama",6.0,Ugur Bayraktar
1443,The Blacklist,"Crime, Drama, Mystery",8.1,John Terlesky
1444,The Promised Neverland,"Animation, Action, Adventure",7.0,Mamoru Kanbe
1445,Titans,"Action, Adventure, Crime",6.9,Larnell Stovall
1446,Jupiter's Legacy,"Action, Adventure, Drama",7.2,Charlotte Brändström
1447,Yue Lao,"Drama, Fantasy, Romance",6.7,Giddens Ko
1448,My Hero Academia,"Animation, Action, Adventure",6.6,Masahiro Mukai
1449,Walker,"Action, Crime, Drama",8.7,Steve Robin
1450,Dad,"Comedy, Drama",6.8,Dmitriy Efimovich
1451,Procession,Documentary,7.2,Robert Greene
1452,Narcos: Mexico,"Crime, Drama",8.5,Wagner Moura
1453,Luzzu,Drama,7.0,Alex Camilleri
1454,For All Mankind,"Drama, Sci-Fi",8.7,Sergio Mimica-Gezzan
1455,Dopesick,Drama,8.6,Michael Cuesta
1456,Agnes,"Drama, Horror",3.9,Mickey Reece
1457,The Stand,"Adventure, Drama, Fantasy",6.9,Chris Fisher
1458,Dopesick,Drama,8.5,Michael Cuesta
1459,Bang Baang,"Action, Thriller",8.2,Baljit Singh Chaddha
1460,Ninjababy,"Comedy, Drama",7.3,Yngvild Sve Flikke
1461,Maid,Drama,8.2,Quyen Tran
1462,Coming Out Colton,Reality-TV,6.7,
1463,Titans,"Action, Adventure, Crime",6.6,Carol Banker
1464,The Chestnut Man,"Crime, Drama, Mystery",7.4,Mikkel Serup
1465,Destan,"Action, History, War",7.7,
1466,What We Do in the Shadows,"Comedy, Fantasy, Horror",8.6,Tig Fong
1467,Walker,"Action, Crime, Drama",8.5,Aprill Winney
1468,Werewolf Castle,"Fantasy, Horror",4.0,Charlie Steeds
1469,Scenes from a Marriage,Drama,9.0,Hagai Levi
1470,This Is Pop,Music,6.9,
1471,Deadly Cuts,Comedy,5.9,Rachel Carey
1472,What We Do in the Shadows,"Comedy, Fantasy, Horror",7.7,Yana Gorskaya
1473,Leverage: Redemption,"Crime, Mystery, Thriller",8.7,Dean Devlin
1474,Cocoon,Drama,8.2,Suraj Sharma
1475,Black Clover,"Animation, Action, Adventure",9.1,
1476,We Broke Up,"Comedy, Drama",5.0,Jeff Rosenberg
1477,Station Eleven,"Adventure, Drama, Fantasy",7.8,Hiro Murai
1478,Fear the Walking Dead,"Drama, Horror, Sci-Fi",7.2,Heather Cappiello
1479,What We Do in the Shadows,"Comedy, Fantasy, Horror",7.5,Kyle Newacheck
1480,Tandoor,"Drama, Thriller",5.6,
1481,Somos.,"Crime, Drama, History",7.1,
1482,SR Kalyanamandapam,"Action, Romance",5.7,Sridhar Gade
1483,Cowboy Bebop,"Action, Adventure, Comedy",6.8,Alex Garcia Lopez
1484,This Is Us,"Comedy, Drama, Romance",8.2,Kay Oyegun
1485,This Is Us,"Comedy, Drama, Romance",8.1,Anne Fletcher
1486,Snowpiercer,"Action, Drama, Sci-Fi",7.5,David Frazee
1487,Sexy Beasts,"Reality-TV, Romance",4.6,
1488,Supergirl,"Action, Adventure, Drama",7.4,Tawnia McKiernan
1489,Yellowjackets,"Drama, Horror, Mystery",7.6,Eva Sørhaug
1490,Dopesick,Drama,9.0,Danny Strong
1491,Baking Impossible,"Game-Show, Reality-TV",7.0,
1492,Castlevania,"Animation, Action, Adventure",8.0,Sam Deats
1493,Riverdale,"Crime, Drama, Mystery",7.1,Pamela Romanowsky
1494,Not Me,"Comedy, Drama",5.4,Sarah Wafiq
1495,Ray,"Crime, Drama, Thriller",5.7,Vasan Bala
1496,Titans,"Action, Adventure, Crime",6.9,Chad Lowe
1497,Leave No Traces,Drama,7.1,Jan P. Matuszynski
1498,Je Suis Karl,"Drama, Romance, Thriller",5.5,Christian Schwochow
1499,Castlevania,"Animation, Action, Adventure",8.2,Sam Deats
1500,Her Pen Pal,"Comedy, Drama, Romance",6.7,Ibrahim Hamdan
1501,Castlevania,"Animation, Action, Adventure",8.0,Sam Deats
1502,Invasion,"Drama, Fantasy, Sci-Fi",6.2,Jamie Payne
1503,Trees of Peace,Drama,6.4,Alanna Brown
1504,My Hero Academia,"Animation, Action, Adventure",9.0,Masahiro Mukai
1505,Bosch,"Crime, Drama",8.8,Patrick Cady
1506,My Hero Academia,"Animation, Action, Adventure",8.6,Masahiro Mukai
1507,Kadhanika,Thriller,9.0,Jagadeesh Dugana
1508,The Blacklist,"Crime, Drama, Mystery",6.8,Phil Bertelsen
1509,Udumb,Thriller,8.5,Kannan Thamarakkulam
1510,Trayam,Action,8.9,Gowtham Naidu
1511,Clarice,"Crime, Drama, Mystery",6.9,Maja Vrvilo
1512,Superstore,Comedy,8.0,Betsy Thomas
1513,The Owl House,"Animation, Action, Adventure",9.5,Amelia Lorenz
1514,As If,Comedy,8.7,Ömer Sinir
1515,Modern Love,"Comedy, Romance",5.7,Logan George
1516,Curb Your Enthusiasm,Comedy,7.7,Jeff Schaffer
1517,No Man's Land,"Crime, Drama, Thriller",8.0,Jishnu Harindra Varma
1518,Racket Boys,"Comedy, Drama, Sport",4.8,Jo Yeong-Gwang
1519,Janowar,"Crime, Drama, Thriller",7.9,Raihan Rafi
1520,The Serpent,"Crime, Drama, Thriller",7.2,Tom Shankland
1521,Asalem Jarigindi,Horror,8.2,Nvr
1522,Aranmanai 3,"Comedy, Drama, Horror",4.0,Sundar C.
1523,Outer Banks,"Action, Crime, Drama",8.7,Jonas Pate
1524,Sweet Carolina,"Drama, Romance",6.9,Peter Benson
1525,Catch the Fair One,"Crime, Thriller",6.3,Josef Kubota Wladyka
1526,The Nevers,"Action, Drama, Fantasy",8.1,Andrew Bernstein
1527,So Not Worth It,"Comedy, Drama",7.0,
1528,The Rookie,"Crime, Drama",7.8,Bill Roe
1529,Black Clover,"Animation, Action, Adventure",9.2,
1530,Scooby-Doo! The Sword and the Scoob,"Animation, Action, Adventure",6.1,Maxwell Atoms
1531,Sundari,Drama,6.7,Kalyanji Gogana
1532,Arlo the Alligator Boy,"Animation, Adventure, Comedy",6.4,Ryan Crego
1533,Detective Conan: The Scarlet Bullet,"Animation, Action, Crime",6.1,Tomoka Nagaoka
1534,Locke & Key,"Drama, Fantasy, Horror",6.8,Mark Tonderai
1535,Station Eleven,"Adventure, Drama, Fantasy",8.7,Lucy Tcherniak
1536,Cowboy Bebop,"Action, Adventure, Comedy",6.8,Alex Garcia Lopez
1537,Call of Duty: Vanguard,"Action, Drama, Horror",6.0,JB Blanc
1538,Ooriki Uttharana,Drama,9.2,Satish Paramvedha
1539,Nine Perfect Strangers,"Drama, Mystery, Thriller",7.0,Jonathan Levine
1540,Michael Che: Shame the Devil,Comedy,6.4,Kristian Mercado
1541,Tokyo Revengers,"Animation, Action, Drama",9.0,
1542,Behind Her Eyes,"Drama, Mystery, Thriller",7.1,Erik Richter Strand
1543,Boruto: Naruto Next Generations,"Animation, Action, Adventure",8.8,
1544,The Blacklist,"Crime, Drama, Mystery",7.1,Andrew McCarthy
1545,Riverdale,"Crime, Drama, Mystery",7.3,Steven A. Adelson
1546,Dopesick,Drama,8.7,Patricia Riggen
1547,Salaga,"Action, Crime, Thriller",7.0,Duniya Vijay
1548,Elite,"Crime, Drama, Thriller",7.1,Eduardo Chapero-Jackson
1549,Behind Her Eyes,"Drama, Mystery, Thriller",7.5,Erik Richter Strand
1550,Snowkissed,"Comedy, Romance",6.1,Jeff Beesley
1551,Run the World,"Comedy, Drama",5.8,
1552,Engaged in Vegas,Comedy,5.1,Abe Schwartz
1553,Curb Your Enthusiasm,Comedy,8.0,Robert B. Weide
1554,Yellowjackets,"Drama, Horror, Mystery",7.5,Bille Woodruff
1555,Tokyo Revengers,"Animation, Action, Drama",8.0,Saori Tachibana
1556,Modern Love,"Comedy, Romance",6.9,John Crowley
1557,Riverdale,"Crime, Drama, Mystery",3.2,Ronald Richard
1558,For All Mankind,"Drama, Sci-Fi",8.0,Andrew Stanton
1559,Robindronath Ekhane Kawkhono Khete Aashenni,"Crime, Thriller",6.5,
1560,Cooking with Paris,Reality-TV,5.2,
1561,Nayeem Diaries,Action,8.8,Daamubalaji
1562,Street Light,Thriller,8.4,Viswa
1563,Inside No. 9,"Comedy, Crime, Drama",6.6,Cal McCrystal
1564,Snowpiercer,"Action, Drama, Sci-Fi",7.7,Rebecca Rodriguez
1565,Angel Falls Christmas,Romance,6.1,Jerry Ciccoritti
1566,A Very Merry Bridesmaid,"Drama, Romance",6.6,David I. Strasser
1567,The Pilot. A Battle for Survival,"Biography, Drama, History",6.0,Renat Davletyarov
1568,Chasing Waterfalls,"Drama, Romance",6.5,Christie Will Wolf
1569,Clickbait,"Crime, Drama, Mystery",7.1,Emma Freeman
1570,The Seed,"Comedy, Horror, Sci-Fi",4.8,Sam Walker
1571,Você Nunca Esteve Sozinha: O Doc de Juliette,"Documentary, Reality-TV",7.3,
1572,Supergirl,"Action, Adventure, Drama",6.3,Jesse Warn
1573,Live in Front of a Studio Audience: 'The Facts of Life' and 'Diff'rent Strokes',Comedy,7.8,James Burrows
1574,Wynonna Earp,"Action, Drama, Fantasy",8.7,Jem Garrard
1575,Nemesis,"Crime, Thriller",4.9,James Crow
1576,Cowboy Bebop,"Action, Adventure, Comedy",6.9,Alex Garcia Lopez
1577,Knutby,Drama,6.9,
1578,Tokyo Revengers,"Animation, Action, Drama",8.8,Ryuhei Aoyagi
1579,Seirei Gensouki: Spirit Chronicles,"Animation, Action, Adventure",7.3,
1580,Snowpiercer,"Action, Drama, Sci-Fi",7.1,David Frazee
1581,Hellbound,"Crime, Drama, Fantasy",6.7,Sang-ho Yeon
1582,Mayor of Kingstown,"Crime, Drama, Thriller",8.2,Taylor Sheridan
1583,Power Play,Thriller,6.8,Vijay Kumar Konda
1584,Black Clover,"Animation, Action, Adventure",9.2,
1585,The Real Charlie Chaplin,Documentary,7.3,Peter Middleton
1586,Time for Them to Come Home for Christmas,Romance,7.2,Peter Benson
1587,IMDb on the Scene - Interviews,Talk-Show,9.2,
1588,Clickbait,"Crime, Drama, Mystery",7.0,Cherie Nowlan
1589,Behind Her Eyes,"Drama, Mystery, Thriller",7.4,Erik Richter Strand
1590,Punky Brewster,"Comedy, Family",6.7,
1591,Becoming Cousteau,"Documentary, Adventure, Biography",7.1,Liz Garbus
1592,Untitled Horror Movie,"Comedy, Horror",4.8,Nick Simon
1593,Greek Fire - Demon Spirit,Horror,5.0,Dan T. Hall
1594,RuPaul's Drag Race All Stars,"Game-Show, Reality-TV",9.0,
1595,The Walking Dead: World Beyond,"Drama, Horror, Sci-Fi",5.7,Loren Yaconelli
1596,The United Way,"Documentary, History, Sport",7.2,Mat Hodgson
1597,Ksheera Sagara Madhanam,"Drama, Thriller",7.0,AnilPanguluri
1598,Bang Baang,"Action, Thriller",8.1,Baljit Singh Chaddha
1599,Hitman 3,"Action, Crime, Mystery",8.5,Mattias Engström
1600,Witch Hunt,"Fantasy, Horror, Thriller",4.6,Elle Callahan
1601,The Murders at Starved Rock,"Documentary, Crime, Mystery",6.5,
1602,Light the Night,"Crime, Drama, Mystery",7.4,
1603,The Rookie,"Crime, Drama",6.3,Daniel Willis
1604,Rebels @ School,Comedy,6.1,Ilse Warringa
1605,This Is Us,"Comedy, Drama, Romance",8.1,Jon Huertas
1606,Bang Baang,"Action, Thriller",8.2,Baljit Singh Chaddha
1607,The Oscars,News,3.5,Glenn Weiss
1608,The Killer,Thriller,7.7,Chinna
1609,Tokyo Revengers,"Animation, Action, Drama",8.5,
1610,Nine Perfect Strangers,"Drama, Mystery, Thriller",7.0,Jonathan Levine
1611,Ye Mard Bechara,Comedy,8.8,Anup Thapa
1612,Wynonna Earp,"Action, Drama, Fantasy",8.9,Paolo Barzman
1613,Blackpink: The Movie,"Documentary, Music",6.9,Su Yee Jung
